bookID,bookTitle,bookPublisher,bookPublishedDate,bookPages,bookISBN
87260462,"To Light a Candle",432,2005,864,0765341425
87260476,"When Darkness Falls",432,2007,602,0765341433
87260548,"The Outstretched Shadow",432,2004,0,9780765341419
87260565,"The Wizard of London",504,2006,377,0756403634
87260579,"The Fire Rose",595,1996,448,067187750X
87260589,"The Serpent's Shadow",504,2002,400,0756400619
87260598,"The Gates of Sleep",504,2003,448,0756401011
87260608,"Phoenix and Ashes",504,2005,480,0756402727
87260611,"Reserved for the Cat",504,2008,384,0756404886
87260616,"Unnatural Issue",504,2011,368,0756405750
87260621,"Home From the Sea",504,2012,320,0756407273
87260622,"Elemental Magic: All-New Tales of the Elemental Masters",504,2012,320,0756407877
87260656,"Moreta: Dragonlady of Pern",568,1984,384,034529873X
87260684,Dragonquest,568,1980,0,0345296664
87260710,Dragonsinger,594,1978,240,0553141279
87260726,Dragonsong,594,0,0,0553142046
87260756,Dragondrums,594,1980,193,0553131893
87260772,"The Renegades of Pern",594,1990,352,0345369335
87260784,Dragonsdawn,568,1989,384,0345362861
87260799,Dragonflight,568,1980,0,0345295684
87260858,"Dragons of Autumn Twilight",411,1984,448,0880381736
87260881,"Dragons of Spring Dawning",411,1985,384,0880381752
87260920,"Dragons of Winter Night",411,1985,400,0880381744
87260987,"Test of the Twins",427,1986,0,0880382678
87260992,"War of the Twins",411,1986,400,088038266X
87261001,"The Legend of Huma",411,1988,364,0880385480
87261016,"Weasel's Luck",411,1989,352,0880386258
87261030,Stormblade,427,1988,0,0880385979
87261035,"Time of the Twins",465,1986,400,0880382651
87261474,"Flight of Honor",594,1984,149,0553241214
87261494,"The Shattered Stars",594,1984,182,0553238531
87261531,"Martin the Warrior",606,1995,384,0441001866
87261552,Redwall,599,1990,0,0380708272
87261564,Mossflower,599,1996,376,0380708280
87261625,"The Years of Rice and Salt",448,2003,784,0553580078
87261692,Superluminal,538,2005,544,0061020265
87261748,"Blood Engines (Marla Mason, Book 1)",448,2007,368,0553589989
87261767,"The Masters of Solitude",599,1979,404,0380451123
87261785,Wintermind,594,1984,297,0553241699
87261813,Jupiter,433,2002,416,0812579410
87261838,Shockball,461,2001,416,0451458559
87261872,"Operation Iron Fist",476,1989,0,155817253X
87261889,"Riddle of the Seven Realms",568,1988,403,0345328205
87261902,"Hands of Glory",568,1981,298,0345284895
87261939,"The Once and Future King",606,1987,639,0441627404
87280987,Powersat,432,2006,448,0765348179
87281001,"Empire Builders",432,1995,416,0812511654
87281017,Mars,594,1993,560,055356241X
87281028,Moonrise,538,1998,576,0380786974
87281033,Moonwar,538,1998,512,0380786982
87281041,"Return to Mars",538,2000,560,0380797259
87281073,"The Precipice",432,2002,432,0812579895
87281088,"The Rock Rats",426,2008,384,1435298152
87281096,"The Aftermath",432,2008,400,0765343169
87281105,Saturn,432,2004,470,0812579429
87281123,Titan,432,2007,432,0765343150
87281144,"Silent War",497,2004,448,0340769637
87281162,Mercury,432,2006,336,0765343142
87281173,Venus,432,2001,405,0812579402
87281191,"Mars Life",432,2008,432,
87281231,Stardoc,461,2000,400,0451457730
87281237,"Beyond Varallan",461,2000,416,0451457935
87281264,"Eternity Row",461,2002,416,0451458915
87281270,"Rebel Ice",461,2006,384,0451460626
87281274,"Plague of Memory",461,2007,384,0451461231
87281299,"Omega Games",461,2008,384,0451462246
87281313,"Crystal Healer",461,2009,384,0451462858
87281318,"Dream Called Time:",461,2010,384,0451463463
87281325,"Bio Rescue",426,2004,311,0451460081
87281337,Afterburn,461,2006,416,0451461177
87281347,"Blade Dancer",461,2003,336,
87281376,"Master of the Five Magics",568,1984,0,0345319079
87281386,"Secret of the Sixth Magic",568,1984,366,0345303091
87281432,"The Treasured One",545,2005,544,0446613304
87281469,"Crystal Gorge",420,2005,528,0007157657
87281520,"The Shelters of Stone",594,2003,928,055328942X
87281542,"The Clan of the Cave Bear",572,2001,468,060961097X
87281550,"The Valley of Horses",583,1999,0,1567404731
87281563,"The Plains of Passage",594,1991,912,0553289411
87281569,"The Land of Painted Caves",535,2011,688,0340824263
87281632,"Cruiser Dreams",590,1982,296,0425053822
87281659,"Dream Dancer",590,1984,0,0425076881
87281669,"Earth Dreams",590,1984,0,0425079856
87281725,"Hades' Daughter",432,2003,672,0765344424
87281741,"Gods' Concubine",432,2004,624,0765344432
87281746,"Darkwitch Rising",432,2005,768,0765344440
87281755,"Druid's Sword",432,2007,690,0765344459
87281774,"Days of Blood and Fire",448,1994,528,0553290126
87281798,Daggerspell,448,1993,480,0553565214
87281806,Darkspell,448,1994,432,0553568884
87281815,"The Bristling Wood",594,1990,384,0553285815
87281820,"The Dragon Revenant",501,1990,416,0385410980
87281830,"A Time of Exile",501,1991,434,0385414633
87281838,"A Time of Omens",594,1992,0,0553089137
87281850,"Days of Air and Darkness",448,1994,2,0553372890
87281877,"The Red Wyvern",420,1997,400,0002243512
87281884,"Black Raven",420,2000,432,0553579193
87281896,"Fire Dragon, The",420,2000,368,0002246457
87281900,"The Gold Falcon",504,2007,528,0756404193
87281908,"The Spirit Stone",504,2008,528,0756404770
87281911,"The Shadow Isle",538,2008,416,0007268920
87281915,"The Silver Mage",504,2009,480,
87281937,"House Atreides",448,2000,681,0553580272
87281952,"House Corrino",448,2002,688,0553580337
87281968,"House Harkonnen",594,2001,0,
87281993,"Voices of Hope",602,1996,544,0446603333
87282002,"Midshipman's Hope",417,1994,400,0446600962
87282010,"Challenger's Hope",417,2001,0,0759563756
87282016,"Prisoner's Hope",489,1998,0,
87282031,"Fisherman's Hope",436,1996,496,0446600997
87282042,"Patriarch's Hope",602,1999,496,0446524581
87282046,"Children of Hope",606,2002,624,0441009220
87282087,"Green Rider",504,2000,480,0886778581
87282100,"First Rider's Call",504,2004,0,
87282111,"The High King's Tomb",504,2008,0,
87282120,Blackveil,504,2011,672,
87282176,"The Hidden Queen",538,2005,389,0060765704
87282187,"Changer of Days",538,2005,352,0060765755
87282196,Rhapsody,432,2000,672,0812570812
87282214,Prophecy,432,2001,736,0312867514
87282216,Destiny,432,2001,560,0812570839
87282218,"Requiem for the Sun",432,2002,480,0312878842
87282222,"Elegy for a Lost Star",547,2004,320,9780812541922
87282227,"The Assassin King",432,2007,432,9780765344748
87282303,"Dark Castle, White Horse",504,1986,302,0886771137
87282320,"The Lavalite World",606,1977,282,0441474209
87282331,"The Maker of Universes",523,1997,0,0899683975
87282332,"Gates Of Creation",590,1984,0,0425071936
87282333,"A Private Cosmos",446,1975,158,0722134460
87282335,"Behind the Walls of Terra",590,1984,0,
87282339,"More than Fire",432,1993,0,
87282347,"Red Orc's Rage",546,1993,0,
87282348,"The Magicians' Guild",538,2004,384,006057528X
87282353,"The Magician's Apprentice",489,2010,800,0316037877
87282356,"The Novice",601,2005,592,1904233678
87282358,"The High Lord",601,2005,656,1904233686
87282374,"The Shattered Sphere",433,1995,416,0812530160
87282387,"The Sum of All Men",432,1999,624,0812541626
87282390,"Brotherhood of the Wolf",563,2000,608,0743408276
87282400,Wizardborn,432,2002,512,0812570707
87282406,"The Lair Of Bones",592,2003,0,
87282412,"Sons of the Oak",433,2006,0,
87282422,Worldbinder,432,2008,384,0765355841
87282427,"The Wyrmling Horde",433,2009,400,1841495662
87282432,Chaosbound,589,2012,0,1455164046
87282437,"Magic's Silken Snare",504,2003,560,0756401275
87282449,"The Silken Shroud",504,2004,496,0756401798
87315846,"The Warrior Returns",568,1997,440,0345413121
87315852,"Warrior's Tale",568,1994,438,0345387341
87315854,"The Seeking Sword",594,1977,346,0345256506
87315878,"Operation Chaos",590,1978,211,0425037509
87315887,"Operation Luna",432,2000,416,0812580273
87315903,"Book Of Merlyn",590,1981,0,0425051781
87315921,"The Second Summoning",504,2001,416,0886779758
87315927,"Summon the Keeper",504,1998,336,0886777844
87315929,"Long Hot Summoning",504,2003,416,0756401364
87315980,"The Mote in God's Eye",473,1991,592,0671741926
87315992,"King David's Spaceship",595,1991,10,0671720686
87315997,"The Gripping Hand",473,1994,432,0671795740
87315999,Outies,498,2011,400,0615434142
87316004,"The Ring of Charon (The Hunted Earth)",432,1990,500,0812530144
87316025,"The Black Flame",606,1981,376,0441065848
87316029,"Rifkind's Challenge",433,2006,336,0765352036
87316030,"Daughter of the Bright Moon",606,1980,410,0441138764
87316046,"To the King a Daughter",432,2001,320,0812577574
87316051,"Knight or Knave",432,2001,320,0312873379
87316055,"A Crown Disowned",432,2003,416,0812577604
87316057,"Dragon Blade",432,2006,336,0765346605
87316058,"The Knight of the Red Beard",432,2010,366,0765346613
87316063,"The Cygnet and the Firebird",606,1995,309,0441002374
87316066,"The Sorceress and the Cygnet",606,1992,0,0441775675
87316068,Cygnet,606,2007,416,0441014836
87316070,"The Stone War",432,2000,352,0812524314
87316085,"Colonization Second Contact",594,2000,608,0345430220
87316091,"Worldwar: In the Balance",568,2002,506,
87316096,"Worldwar: Tilting the Balance",439,2010,0,1400163951
87316098,"Worldwar: Upsetting the Balance",568,1996,544,0345402405
87316100,"Worldwar: Striking the Balance",439,2011,0,1400113970
87316103,"Colonization: Down to Earth",439,2010,0,1400113997
87316108,"Colonization: Aftershocks",439,2010,0,1400114004
87316111,"Homeward Bound",568,2005,656,0345458478
87316120,"Wrath of a Mad God",538,2009,480,0060793007
87316136,"Magician: Master",448,1985,0,0553256467
87316141,"Jimmy the Hand",538,2009,400,006079299X
87316148,"Honored Enemy",561,2007,384,0060792841
87316152,"Daughter of the Empire",448,1988,432,055327211X
87316154,Silverthorn,594,1986,343,0553270540
87316156,"A Darkness At Sethanon",501,1986,0,0553263285
87316160,"Servant of the Empire",448,1991,704,0553292455
87316164,"Mistress of the Empire",501,1992,593,2286007616
87316176,"Prince of the Blood",448,2004,368,0553803808
87316177,"The King's Buccaneer",448,1994,544,0553563734
87316182,"Rage Of A Demon King",538,1998,608,0380720884
87316185,"Shards of a Broken Crown",561,1999,528,0380789833
87316187,"Talon of the Silver Hawk",420,2002,390,0380977087
87316188,"King of Foxes",420,2004,384,0380803267
87316191,"Exile's Return",539,2006,361,0380803275
87316192,"Flight of the Nighthawks",482,2006,400,0060792795
87316194,"Into a Dark Realm",561,2008,368,0060792825
87316196,"Rides a Dread Legion",561,2010,416,0061468355
87316199,"At the Gates of Darkness",538,2011,320,006146838X
87316200,"A Kingdom Besieged",538,2012,400,0061468401
87316204,"A Crown Imperiled",538,2012,480,006146841X
87316222,"The Prince of Shadow",504,2002,512,0756400546
87316227,"The Prince of Dreams",504,2003,464,0756400899
87316230,"The Gates of Heaven",504,2004,516,0756401984
87316231,"Lords of Grass and Thunder",504,2006,576,0756403421
87316245,Humans,505,1993,335,0446400947
87316252,"Thunder Road: Thunder Road",473,1995,512,0671897373
87316309,"The Demon Awakens",568,1998,624,0345421620
87316314,"The Demon Spirit",568,1998,544,0345391527
87316316,"The Demon Apostle",568,1999,0,
87316317,Mortalis,568,2001,576,0345430425
87316321,"A Voyage to Arcturus",568,1977,0,0345258444
87316327,"Fang the Gnome",461,1988,352,0451158474
87316330,"The Celestial Steam Locomotive",564,2004,264,0759228329
87316335,"Gods of the Greataway",534,1984,0,
87316339,"The Dosadi Experiment",590,1983,0,0425062368
87316347,Eye,532,2005,336,1416507949
87316349,"Whipping Star",432,2008,256,0765317753
87316356,"Across the Far Mountain",557,1982,255,0445047054
87316358,"The Plains of the Sea",417,1983,286,0446312150
87316364,"On the Boundaries of Darkness",417,1983,287,0446312177
87316366,"The Road to the Middle Islands",417,1983,286,0446312118
87316371,"Forty Thousand in Gehenna",504,1984,255,0879979526
87316393,"Brothers of Earth",501,1976,246,
87316395,"Serpent's Reach",512,1989,288,0749301007
87316397,"Hunter of Worlds",512,1990,256,0749302127
87316398,"The Faded Sun: Kesrith",464,1979,252,
87316399,"the Faded Sun: Shon'jir",464,1980,0,
87316401,"The Faded Sun Kutath",504,1980,1,0886771331
87316402,"Downbelow Station.",455,1985,432,0727810731
87316406,"The Pride of Chanur",504,1981,0,
87316410,"Merchanter's Luck",504,1982,0,
87316411,"Port Eternity",504,1982,191,
87316414,"Voyager in Night",504,1985,0,
87316416,"Chanur's Venture",512,1989,320,0749300507
87316419,"The Kif Strike Back",504,1993,0,
87316425,"Cuckoo's Egg",504,1985,186,
87316427,"Angel with the Sword",547,1987,304,0575040092
87316429,"Chanur's Homecoming",504,1993,0,9994771086
87316431,"Festival Moon",504,1987,0,
87316435,"Fever Season",504,1987,0,
87316440,"Troubled Waters",504,1988,0,
87316443,"Smuggler's Gold",504,1988,0,
87316446,Rimrunners,545,1986,290,0445209798
87316450,"Divine Right",504,1989,0,
87316456,"Heavy Time",545,1992,336,0446362239
87316463,"Flood Tide",504,1990,1,0886774527
87316468,Endgame,504,1991,352,0886774810
87316472,Hellburner,466,1993,393,0446364517
87316474,"Chanur's Legacy",504,1993,416,0886775590
87316477,Tripoint,602,1995,384,0446602027
87316482,"Finity's End",602,1998,576,0446605603
87346599,"The Long Way Home",606,1981,256,0441489249
87346612,"After Doomsday",595,1986,0,0671655914
87346634,"The Horn of Time",461,1968,144,0451113934
87346640,"Vault of the Ages",590,1978,0,0425038408
87346661,"Brain wave.",419,1969,0,
87346671,"The Merman's Children",590,1980,0,0425046435
87346688,"Twilight World",432,1983,0,0523485611
87346698,Zoboa,595,1986,0,0671655884
87346704,"Exit Earth",595,1987,0,0671656309
87349367,Mercycle,606,1992,343,0441525628
87349378,Hasan,445,1986,256,0812531124
87349388,"Dead Morn",606,1994,340,0441000525
87349398,"World's Fair 1992",606,1982,256,044190923X
87349410,"The Gate of Worlds",432,1984,253,081255454X
87349418,"The Planet on the Table",432,1987,256,0812552377
87349430,"Escape From Kathmandu",432,1990,352,0812500598
87349446,"The Battle of Forever",519,1973,176,0450016528
87349459,"Destination : Universe!",485,1963,0,
87349462,"The Mind Cage",451,1957,0,
87349490,"The Wind's Twelve Quarters",449,1993,0,0553128426
87349520,"A Wizard of Earthsea",594,1977,0,
87349527,"The Tombs of Atuan",594,1979,146,
87349537,"The Farthest Shore",594,1981,197,0553229982
87349545,Tehanu,566,1994,252,0606048251
87349550,"Tales from Earthsea",534,2001,325,
87349561,"The Other Wind",426,2008,0,1439522359
87349579,"The Dispossessed",538,1994,400,0061054887
87349584,"The Eye of the Heron",542,1991,208,0061001384
87349599,"The Word for World is Forest",590,1972,189,0399117164
87349607,"The Beginning Place",594,1987,0,0553142593
87349642,"Rocannons World",606,1981,156,044173295X
87349645,"Planet Of Exile",606,1982,124,0441669573
87349651,"City of Illusions",606,1977,160,0441107044
87349653,"The Left Hand of Darkness",606,2000,320,0441007317
87349657,"Four Ways to Forgiveness",538,1996,320,0061054011
87349663,"The Telling",606,2003,240,0441011233
87349668,"The Birthday of the World: And Other Stories",543,2003,384,0060509066
87349673,"A Fisherman of the Inland Sea",538,1995,224,0061054917
87408254,"Avalanche Soldier",561,1999,288,0380803151
87408266,"Lucifer's Hammer",568,1985,640,0449208133
87408279,"The Bell From Infinity",527,0,0,
87408310,"Islands in the Net",606,1989,396,0441374239
87408324,"Alien Planet",600,1962,224,
87408337,"Slave Ship",594,1975,0,
87408348,"A World of Trouble",594,1973,0,0345232623
87408381,Skyclimber,431,1981,0,9992975393
87408389,"The Enormous Hourglass",597,1976,0,
87408394,"Worlds Apart",606,1984,0,0441910726
87408400,Worlds,426,2002,240,
87408410,"Worlds Enough and Time",599,1993,0,0380708019
87408418,"The Turing Option",545,1993,409,0446364967
87408431,"Deathworld Trilogy",590,1978,0,042504128X
87408435,"St. Patrick's Gargoyle",606,2002,291,0441009050
87408441,"The Wailing Asteroid",528,2010,158,1162711795
87408447,"Bernhard the Conqueror",504,1974,0,
87408453,"Sardonyx Net",590,1982,0,0425053261
87408462,"Stranger in a Strange Land",590,1984,0,0425071421
87408475,"The Menace From Earth",595,1999,288,0671578022
87408553,"The Hollowing",461,1995,336,0451453565
87408560,"Mythago Wood",490,2003,336,0765307294
87408562,Lavondyss,490,2004,414,0765307316
87408569,"The Bone Forest",599,1992,0,0380767813
87408574,"Merlin's Wood",542,1995,0,0006480012
87408580,"Gate of Ivory, Gate of Horn",563,2002,320,0743440803
87408587,Avilion,547,2010,352,0575083026
87408593,"Battlefield Earth",584,1984,1066,0884041557
87408615,"Kar-chee Reign / Rogue Dragon",606,1979,0,0441733905
87408621,"Masters of the Maze",585,2000,160,1587151405
87408625,"Moon of Mutiny",594,1977,0,034527119X
87408634,"Beyond The Dar Al-Harb",432,1985,256,0812535502
87408644,"Sleepwalker's World",504,1972,158,
87408652,"Flight to Terror",476,1973,0,
87408656,"The Dreamfields",492,1976,0,
87408660,"The Cache",432,1986,288,0812537556
87408665,"Faerie Tale",448,1989,448,0553277839
87408677,"Legends Reborn",448,1992,10,0553299190
87408695,Slipt,606,1987,265,0441771556
87408729,"Smart Dragons, Foolish Elves",606,1991,340,0441184812
87408748,"Dirk Gently's Holistic Detective Agency",473,1989,0,0671692674
87408752,"The Long Dark Tea-Time of the Soul",473,1991,320,0671742515
87408760,"God's Fires",606,1998,374,0441005373
87408773,"The Sea is Boiling Hot",494,1971,0,
87408778,"Songs of Earth And Power",432,1996,704,0812536037
87408782,"The Seedling Stars",549,1957,185,
87408792,"The Exiles Trilogy",590,1980,0,0425045250
87408801,"Hunters of the Red Moon",510,2012,146,1938185064
87408809,"The Survivors",510,2012,208,1938185072
87408812,"Web of Light",473,1983,208,0671448757
87408843,"Web of Darkness",502,1986,0,
87408876,"Sleeping Planet",484,1970,285,
87408881,"The Demu Trilogy",473,1984,0,0671532294
87408893,"The Genesis Code",594,1997,384,0345422317
87408898,Cassilee,599,1980,250,0380758873
87408902,Rahne,599,1980,0,0380750449
87408907,Mindsong,599,1979,282,0380436388
87408918,"A Canticle for Leibowitz",594,1984,368,0553273817
87409069,"Saint Leibowitz and the Wild Horse Woman",594,2000,448,0553380796
87409104,"Breed To Come",606,1981,0,0441078982
87409118,"My Lord Barbarian",594,1977,184,0345257138
87409138,"The Sixth Winter",594,1981,288,0345292421
87409189,Isobel,520,1978,288,060034908X
87409200,"The Years of the City",473,1985,0,0671460471
87409253,"The Frankenstein Papers",595,1986,308,0671655507
87409279,"Burning Bright",432,1994,400,0812521757
87409308,"Our Children's Children",512,1991,92,0749305924
87409313,"The Crystal Empire",432,1989,464,0812554256
87409335,"Greenhouse Summer",432,2000,320,0812566564
87409346,Optiman,504,1980,0,0879975717
87409358,"Labyrinth of Night",606,1992,352,0441467415
87409364,"Orbital Decay",525,1990,414,0712637761
87409394,"Lunar Descent",606,1991,336,044150485X
87409430,"A King of Infinite Space",559,2010,292,1604599197
87409441,Snowbrother,461,1985,251,0451134907
87409456,"Saber and Shadow",595,1992,384,0671721437
87409460,"The Cage",595,1991,0,0671720473
87409463,"Shadow's Son",595,1991,448,0671720910
87409467,"Lion's Heart",595,1991,410,0671720449
87409469,"Lion's Soul",595,1991,324,0671720716
87409474,"Shadow's Daughter",595,1991,0,0671720961
87409483,"Book of the Dead",587,1994,0,
87409485,"Bones of the Earth",539,2003,400,0380812894
87409487,"Around the World in 80 Days",428,2012,152,1936594617
87409492,"The Spacejacks",590,1975,0,042502847X
87409498,"Lords of Atlantis",605,1976,0,
